comment_ratio,file
0.113,x-pack\plugin\watcher\src\internalClusterTest\java\org\elasticsearch\xpack\watcher\history\HistoryTemplateSearchInputMappingsTests.java
0.117,x-pack\plugin\watcher\src\internalClusterTest\java\org\elasticsearch\xpack\watcher\history\HistoryTemplateTimeMappingsTests.java
0.087,x-pack\plugin\watcher\src\internalClusterTest\java\org\elasticsearch\xpack\watcher\history\HistoryTemplateTransformMappingsTests.java
0.07,x-pack\plugin\watcher\src\internalClusterTest\java\org\elasticsearch\xpack\watcher\test\AbstractWatcherIntegrationTestCase.java
0.053,x-pack\plugin\watcher\src\internalClusterTest\java\org\elasticsearch\xpack\watcher\transform\TransformIntegrationTests.java
0.108,x-pack\plugin\watcher\src\internalClusterTest\java\org\elasticsearch\xpack\watcher\watch\WatchStatusIntegrationTests.java
0.068,x-pack\plugin\watcher\src\internalClusterTest\java\org\elasticsearch\xpack\watcher\transport\action\activate\ActivateWatchTests.java
0.175,x-pack\plugin\watcher\src\internalClusterTest\java\org\elasticsearch\xpack\watcher\transport\action\delete\DeleteWatchTests.java
0.053,x-pack\plugin\watcher\src\internalClusterTest\java\org\elasticsearch\xpack\watcher\transport\action\execute\ExecuteWatchTests.java
0.092,x-pack\plugin\watcher\src\internalClusterTest\java\org\elasticsearch\xpack\watcher\transport\action\get\GetWatchTests.java
0.033,x-pack\plugin\watcher\src\internalClusterTest\java\org\elasticsearch\xpack\watcher\test\integration\BasicWatcherTests.java
0.052,x-pack\plugin\watcher\src\internalClusterTest\java\org\elasticsearch\xpack\watcher\test\integration\BootStrapTests.java
0.066,x-pack\plugin\watcher\src\internalClusterTest\java\org\elasticsearch\xpack\watcher\test\integration\ExecutionVarsIntegrationTests.java
0.095,x-pack\plugin\watcher\src\internalClusterTest\java\org\elasticsearch\xpack\watcher\test\integration\HistoryIntegrationTests.java
0.062,x-pack\plugin\watcher\src\internalClusterTest\java\org\elasticsearch\xpack\watcher\test\integration\HttpSecretsIntegrationTests.java
0.105,x-pack\plugin\watcher\src\internalClusterTest\java\org\elasticsearch\xpack\watcher\test\integration\RejectedExecutionTests.java
0.13,x-pack\plugin\watcher\src\internalClusterTest\java\org\elasticsearch\xpack\watcher\test\integration\SingleNodeTests.java
0.047,x-pack\plugin\watcher\src\internalClusterTest\java\org\elasticsearch\xpack\watcher\test\integration\WatchAckTests.java
0.059,x-pack\plugin\watcher\src\internalClusterTest\java\org\elasticsearch\xpack\watcher\test\integration\WatchMetadataTests.java
0.065,x-pack\plugin\watcher\src\internalClusterTest\java\org\elasticsearch\xpack\watcher\notification\email\EmailSecretsIntegrationTests.java
0.065,x-pack\plugin\watcher\src\internalClusterTest\java\org\elasticsearch\xpack\watcher\input\chain\ChainIntegrationTests.java
0.036,x-pack\plugin\watcher\src\internalClusterTest\java\org\elasticsearch\xpack\watcher\actions\email\EmailAttachmentTests.java
0.018,x-pack\plugin\watcher\src\internalClusterTest\java\org\elasticsearch\xpack\watcher\actions\throttler\ActionThrottleTests.java
0.042,x-pack\plugin\watcher\src\internalClusterTest\java\org\elasticsearch\xpack\watcher\actions\webhook\WebhookHttpsIntegrationTests.java
0.035,x-pack\plugin\watcher\src\internalClusterTest\java\org\elasticsearch\xpack\watcher\actions\webhook\WebhookIntegrationTests.java
0.045,x-pack\plugin\watcher\src\internalClusterTest\java\org\elasticsearch\xpack\watcher\actions\webhook\WebhookTokenIntegrationTests.java
0.286,x-pack\plugin\voting-only-node\src\test\java\org\elasticsearch\cluster\coordination\votingonly\LocalStateVotingOnlyNodePlugin.java
0.136,x-pack\plugin\voting-only-node\src\test\java\org\elasticsearch\cluster\coordination\votingonly\VotingOnlyNodeCoordinationStateTests.java
0.085,x-pack\plugin\voting-only-node\src\test\java\org\elasticsearch\cluster\coordination\votingonly\VotingOnlyNodeCoordinatorTests.java
0.158,x-pack\plugin\voting-only-node\src\main\java\org\elasticsearch\cluster\coordination\votingonly\VotingOnlyInfoTransportAction.java
0.093,x-pack\plugin\voting-only-node\src\main\java\org\elasticsearch\cluster\coordination\votingonly\VotingOnlyNodePlugin.java
0.13,x-pack\plugin\voting-only-node\src\main\java\org\elasticsearch\cluster\coordination\votingonly\VotingOnlyUsageTransportAction.java
0.032,x-pack\plugin\voting-only-node\src\internalClusterTest\java\org\elasticsearch\cluster\coordination\votingonly\VotingOnlyNodePluginTests.java
0.093,x-pack\plugin\vector-tile\src\test\java\org\elasticsearch\xpack\vectortile\feature\FeatureFactoriesConsistencyTests.java
0.049,x-pack\plugin\vector-tile\src\test\java\org\elasticsearch\xpack\vectortile\feature\FeatureFactoryTests.java
0.208,x-pack\plugin\vector-tile\src\test\java\org\elasticsearch\xpack\vectortile\rest\GridAggregationTests.java
0.035,x-pack\plugin\vector-tile\src\test\java\org\elasticsearch\xpack\vectortile\rest\VectorTileRequestTests.java
0.246,x-pack\plugin\vector-tile\src\test\java\org\elasticsearch\xpack\vectortile\rest\VectorTileUtilTests.java
0.204,x-pack\plugin\vector-tile\src\main\java\org\elasticsearch\xpack\vectortile\SpatialGeometryFormatterExtension.java
0.14,x-pack\plugin\vector-tile\src\main\java\org\elasticsearch\xpack\vectortile\VectorTilePlugin.java
0.162,x-pack\plugin\vector-tile\src\main\java\org\elasticsearch\xpack\vectortile\feature\FeatureFactory.java
0.359,x-pack\plugin\vector-tile\src\main\java\org\elasticsearch\xpack\vectortile\feature\PatchedJtsAdapter.java
0.302,x-pack\plugin\vector-tile\src\main\java\org\elasticsearch\xpack\vectortile\rest\GridAggregation.java
0.143,x-pack\plugin\vector-tile\src\main\java\org\elasticsearch\xpack\vectortile\rest\GridType.java
0.071,x-pack\plugin\vector-tile\src\main\java\org\elasticsearch\xpack\vectortile\rest\RestVectorTileAction.java
0.041,x-pack\plugin\vector-tile\src\main\java\org\elasticsearch\xpack\vectortile\rest\VectorTileRequest.java
0.286,x-pack\plugin\vector-tile\src\main\java\org\elasticsearch\xpack\vectortile\rest\VectorTileUtils.java
0.061,x-pack\plugin\vector-tile\src\javaRestTest\java\org\elasticsearch\xpack\vectortile\VectorTileCCSIT.java
0.033,x-pack\plugin\vector-tile\src\javaRestTest\java\org\elasticsearch\xpack\vectortile\VectorTileRestIT.java
0.207,x-pack\plugin\transform\src\test\java\org\elasticsearch\xpack\transform\LocalStateTransform.java
0.028,x-pack\plugin\transform\src\test\java\org\elasticsearch\xpack\transform\TransformConfigAutoMigrationTests.java
0.067,x-pack\plugin\transform\src\test\java\org\elasticsearch\xpack\transform\TransformInfoTransportActionTests.java
0.158,x-pack\plugin\transform\src\test\java\org\elasticsearch\xpack\transform\TransformMetadataTests.java
0.265,x-pack\plugin\transform\src\test\java\org\elasticsearch\xpack\transform\TransformNodeTests.java
0.062,x-pack\plugin\transform\src\test\java\org\elasticsearch\xpack\transform\TransformTests.java
0.231,x-pack\plugin\transform\src\test\java\org\elasticsearch\xpack\transform\action\GetTransformStatsActionResponseTests.java
0.046,x-pack\plugin\transform\src\test\java\org\elasticsearch\xpack\transform\action\TransformConfigLinterTests.java
0.019,x-pack\plugin\transform\src\test\java\org\elasticsearch\xpack\transform\action\TransformPrivilegeCheckerTests.java
0.015,x-pack\plugin\transform\src\test\java\org\elasticsearch\xpack\transform\action\TransformUpdaterTests.java
0.044,x-pack\plugin\transform\src\test\java\org\elasticsearch\xpack\transform\action\TransportGetCheckpointActionTests.java
0.032,x-pack\plugin\transform\src\test\java\org\elasticsearch\xpack\transform\action\TransportGetCheckpointNodeActionTests.java
0.018,x-pack\plugin\transform\src\test\java\org\elasticsearch\xpack\transform\action\TransportGetTransformStatsActionTests.java
0.028,x-pack\plugin\transform\src\test\java\org\elasticsearch\xpack\transform\action\TransportSetTransformUpgradeModeActionTests.java
0.034,x-pack\plugin\transform\src\test\java\org\elasticsearch\xpack\transform\action\TransportStopTransformActionTests.java
0.021,x-pack\plugin\transform\src\test\java\org\elasticsearch\xpack\transform\checkpoint\DefaultCheckpointProviderTests.java
0.096,x-pack\plugin\transform\src\test\java\org\elasticsearch\xpack\transform\checkpoint\MockTimebasedCheckpointProvider.java
0.028,x-pack\plugin\transform\src\test\java\org\elasticsearch\xpack\transform\checkpoint\TimeBasedCheckpointProviderTests.java
0.098,x-pack\plugin\transform\src\test\java\org\elasticsearch\xpack\transform\checkpoint\TransformsCheckpointServiceTests.java
0.179,x-pack\plugin\transform\src\test\java\org\elasticsearch\xpack\transform\notifications\MockTransformAuditor.java
0.042,x-pack\plugin\transform\src\test\java\org\elasticsearch\xpack\transform\persistence\InMemoryTransformConfigManager.java
0.1,x-pack\plugin\transform\src\test\java\org\elasticsearch\xpack\transform\persistence\SeqNoPrimaryTermAndIndexTests.java
0.019,x-pack\plugin\transform\src\test\java\org\elasticsearch\xpack\transform\persistence\TransformIndexTests.java
0.024,x-pack\plugin\transform\src\test\java\org\elasticsearch\xpack\transform\persistence\TransformInternalIndexTests.java
0.222,x-pack\plugin\transform\src\test\java\org\elasticsearch\xpack\transform\schema\TimeRetentionPolicyConfigTests.java
0.222,x-pack\plugin\transform\src\test\java\org\elasticsearch\xpack\transform\schema\TransformCheckpointingInfoTests.java
0.222,x-pack\plugin\transform\src\test\java\org\elasticsearch\xpack\transform\schema\TransformCheckpointStatsTests.java
0.231,x-pack\plugin\transform\src\test\java\org\elasticsearch\xpack\transform\schema\TransformCheckpointTests.java
0.15,x-pack\plugin\transform\src\test\java\org\elasticsearch\xpack\transform\schema\TransformConfigTests.java
0.222,x-pack\plugin\transform\src\test\java\org\elasticsearch\xpack\transform\schema\TransformIndexerStatsTests.java
0.222,x-pack\plugin\transform\src\test\java\org\elasticsearch\xpack\transform\schema\TransformStatsTests.java
0.04,x-pack\plugin\transform\src\test\java\org\elasticsearch\xpack\transform\transforms\ClientTransformIndexerTests.java
0.133,x-pack\plugin\transform\src\test\java\org\elasticsearch\xpack\transform\transforms\FunctionFactoryTests.java
0.087,x-pack\plugin\transform\src\test\java\org\elasticsearch\xpack\transform\transforms\IDGeneratorTests.java
0.081,x-pack\plugin\transform\src\test\java\org\elasticsearch\xpack\transform\transforms\RetentionPolicyConfigToDeleteByQueryTests.java
0.038,x-pack\plugin\transform\src\test\java\org\elasticsearch\xpack\transform\transforms\TransformContextTests.java
0.025,x-pack\plugin\transform\src\test\java\org\elasticsearch\xpack\transform\transforms\TransformFailureHandlerTests.java
0.062,x-pack\plugin\transform\src\test\java\org\elasticsearch\xpack\transform\transforms\TransformHealthCheckerTests.java
0.037,x-pack\plugin\transform\src\test\java\org\elasticsearch\xpack\transform\transforms\TransformIndexerFailureHandlingTests.java
0.027,x-pack\plugin\transform\src\test\java\org\elasticsearch\xpack\transform\transforms\TransformIndexerFailureOnStatePersistenceTests.java
0.094,x-pack\plugin\transform\src\test\java\org\elasticsearch\xpack\transform\transforms\TransformIndexerStateTests.java
0.066,x-pack\plugin\transform\src\test\java\org\elasticsearch\xpack\transform\transforms\TransformIndexerTests.java
0.082,x-pack\plugin\transform\src\test\java\org\elasticsearch\xpack\transform\transforms\TransformNodeAssignmentsTests.java
0.047,x-pack\plugin\transform\src\test\java\org\elasticsearch\xpack\transform\transforms\TransformNodesTests.java
0.026,x-pack\plugin\transform\src\test\java\org\elasticsearch\xpack\transform\transforms\TransformPersistentTasksExecutorTests.java
0.172,x-pack\plugin\transform\src\test\java\org\elasticsearch\xpack\transform\transforms\TransformRetryableStartUpListenerTests.java
0.016,x-pack\plugin\transform\src\test\java\org\elasticsearch\xpack\transform\transforms\TransformTaskTests.java
0.057,x-pack\plugin\transform\src\test\java\org\elasticsearch\xpack\transform\utils\ExceptionRootCauseFinderTests.java
0.4,x-pack\plugin\transform\src\test\java\org\elasticsearch\xpack\transform\utils\OutputFieldNameConverterTests.java
0.095,x-pack\plugin\transform\src\test\java\org\elasticsearch\xpack\transform\utils\SecondaryAuthorizationUtilsTests.java
0.052,x-pack\plugin\transform\src\test\java\org\elasticsearch\xpack\transform\transforms\common\DocumentConversionUtilsTests.java
0.049,x-pack\plugin\transform\src\test\java\org\elasticsearch\xpack\transform\transforms\latest\LatestChangeCollectorTests.java
0.176,x-pack\plugin\transform\src\test\java\org\elasticsearch\xpack\transform\transforms\latest\LatestTests.java
0.006,x-pack\plugin\transform\src\test\java\org\elasticsearch\xpack\transform\transforms\pivot\AggregationResultUtilsTests.java
0.036,x-pack\plugin\transform\src\test\java\org\elasticsearch\xpack\transform\transforms\pivot\AggregationSchemaAndResultTests.java
0.092,x-pack\plugin\transform\src\test\java\org\elasticsearch\xpack\transform\transforms\pivot\CompositeBucketsChangeCollectorTests.java
0.084,x-pack\plugin\transform\src\test\java\org\elasticsearch\xpack\transform\transforms\pivot\DateHistogramFieldCollectorTests.java
0.101,x-pack\plugin\transform\src\test\java\org\elasticsearch\xpack\transform\transforms\pivot\GroupByOptimizerTests.java
0.021,x-pack\plugin\transform\src\test\java\org\elasticsearch\xpack\transform\transforms\pivot\PivotTests.java
0.059,x-pack\plugin\transform\src\test\java\org\elasticsearch\xpack\transform\transforms\pivot\SchemaUtilTests.java
0.073,x-pack\plugin\transform\src\test\java\org\elasticsearch\xpack\transform\transforms\pivot\TransformAggregationsTests.java
0.293,x-pack\plugin\transform\src\test\java\org\elasticsearch\xpack\transform\transforms\scheduling\FakeClock.java
0.159,x-pack\plugin\transform\src\test\java\org\elasticsearch\xpack\transform\transforms\scheduling\MonotonicClockTests.java
0.052,x-pack\plugin\transform\src\test\java\org\elasticsearch\xpack\transform\transforms\scheduling\TransformScheduledTaskQueueTests.java
0.175,x-pack\plugin\transform\src\test\java\org\elasticsearch\xpack\transform\transforms\scheduling\TransformScheduledTaskTests.java
0.028,x-pack\plugin\transform\src\test\java\org\elasticsearch\xpack\transform\transforms\scheduling\TransformSchedulerTests.java
0.091,x-pack\plugin\transform\src\test\java\org\elasticsearch\xpack\transform\transforms\scheduling\TransformSchedulingUtilsTests.java
0.055,x-pack\plugin\transform\src\test\java\org\elasticsearch\xpack\transform\rest\action\RestDeleteTransformActionTests.java
0.087,x-pack\plugin\transform\src\test\java\org\elasticsearch\xpack\transform\rest\action\RestScheduleNowTransformActionTests.java
0.098,x-pack\plugin\transform\src\test\java\org\elasticsearch\xpack\transform\rest\action\RestStartTransformActionTests.java
0.154,x-pack\plugin\transform\src\main\java\module-info.java
0.227,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\DefaultTransformExtension.java
0.048,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\Transform.java
0.196,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\TransformClusterStateListener.java
0.15,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\TransformConfigAutoMigration.java
0.4,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\TransformExtension.java
0.341,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\TransformExtensionHolder.java
0.039,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\TransformInfoTransportAction.java
0.367,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\TransformNode.java
0.279,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\TransformServices.java
0.112,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\TransformUsageTransportAction.java
0.312,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\action\TransformConfigLinter.java
0.071,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\action\TransformPrivilegeChecker.java
0.167,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\action\TransformUpdater.java
0.068,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\action\TransportDeleteTransformAction.java
0.062,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\action\TransportGetCheckpointAction.java
0.062,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\action\TransportGetCheckpointNodeAction.java
0.037,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\action\TransportGetTransformAction.java
0.106,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\action\TransportGetTransformNodeStatsAction.java
0.054,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\action\TransportGetTransformStatsAction.java
0.042,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\action\TransportPreviewTransformAction.java
0.048,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\action\TransportPutTransformAction.java
0.066,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\action\TransportResetTransformAction.java
0.06,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\action\TransportScheduleNowTransformAction.java
0.105,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\action\TransportSetTransformResetModeAction.java
0.074,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\action\TransportSetTransformUpgradeModeAction.java
0.077,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\action\TransportStartTransformAction.java
0.071,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\action\TransportStopTransformAction.java
0.047,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\action\TransportUpdateTransformAction.java
0.094,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\action\TransportUpgradeTransformsAction.java
0.074,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\action\TransportValidateTransformAction.java
0.294,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\checkpoint\CheckpointClient.java
0.3,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\checkpoint\CheckpointException.java
0.56,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\checkpoint\CheckpointProvider.java
0.077,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\checkpoint\DefaultCheckpointProvider.java
0.125,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\checkpoint\RemoteClusterResolver.java
0.113,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\checkpoint\TimeBasedCheckpointProvider.java
0.235,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\checkpoint\TransformCheckpointService.java
0.078,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\notifications\TransformAuditor.java
0.129,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\persistence\AuthorizationStatePersistenceUtils.java
0.071,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\persistence\IndexBasedTransformConfigManager.java
0.125,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\persistence\SeqNoPrimaryTermAndIndex.java
0.57,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\persistence\TransformConfigManager.java
0.171,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\persistence\TransformIndex.java
0.151,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\persistence\TransformInternalIndex.java
0.375,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\persistence\TransformStatePersistenceException.java
0.182,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\telemetry\TransformMeterRegistry.java
0.469,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\transforms\BulkIndexingException.java
0.375,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\transforms\CannotStartFailedTransformException.java
0.092,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\transforms\ClientTransformIndexer.java
0.047,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\transforms\ClientTransformIndexerBuilder.java
0.643,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\transforms\Function.java
0.366,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\transforms\FunctionFactory.java
0.277,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\transforms\IDGenerator.java
0.31,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\transforms\RetentionPolicyToDeleteByQueryRequestConverter.java
0.056,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\transforms\TransformContext.java
0.375,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\transforms\TransformException.java
0.355,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\transforms\TransformFailureHandler.java
0.1,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\transforms\TransformHealthChecker.java
0.147,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\transforms\TransformIndexer.java
0.329,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\transforms\TransformNodeAssignments.java
0.251,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\transforms\TransformNodes.java
0.126,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\transforms\TransformPersistentTasksExecutor.java
0.198,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\transforms\TransformRetryableStartUpListener.java
0.12,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\transforms\TransformTask.java
0.321,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\utils\ExceptionRootCauseFinder.java
0.333,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\utils\OutputFieldNameConverter.java
0.211,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\utils\SecondaryAuthorizationUtils.java
0.122,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\utils\SourceDestValidations.java
0.051,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\transforms\common\AbstractCompositeAggFunction.java
0.4,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\transforms\common\DocumentConversionUtils.java
0.081,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\transforms\latest\Latest.java
0.234,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\transforms\latest\LatestChangeCollector.java
0.095,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\transforms\pivot\AggregationResultUtils.java
0.199,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\transforms\pivot\CompositeBucketsChangeCollector.java
0.247,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\transforms\pivot\GroupByOptimizer.java
0.137,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\transforms\pivot\Pivot.java
0.213,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\transforms\pivot\SchemaUtil.java
0.204,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\transforms\pivot\TransformAggregations.java
0.239,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\transforms\scheduling\MonotonicClock.java
0.092,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\transforms\scheduling\TransformScheduledTask.java
0.381,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\transforms\scheduling\TransformScheduledTaskQueue.java
0.286,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\transforms\scheduling\TransformScheduler.java
0.478,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\transforms\scheduling\TransformSchedulingUtils.java
0.032,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\rest\action\RestCatTransformAction.java
0.115,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\rest\action\RestDeleteTransformAction.java
0.082,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\rest\action\RestGetTransformAction.java
0.143,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\rest\action\RestGetTransformNodeStatsAction.java
0.094,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\rest\action\RestGetTransformStatsAction.java
0.053,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\rest\action\RestPreviewTransformAction.java
0.171,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\rest\action\RestPutTransformAction.java
0.118,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\rest\action\RestResetTransformAction.java
0.125,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\rest\action\RestScheduleNowTransformAction.java
0.122,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\rest\action\RestSetTransformUpgradeModeAction.java
0.086,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\rest\action\RestStartTransformAction.java
0.107,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\rest\action\RestStopTransformAction.java
0.098,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\rest\action\RestUpdateTransformAction.java
0.111,x-pack\plugin\transform\src\main\java\org\elasticsearch\xpack\transform\rest\action\RestUpgradeTransformsAction.java
0.078,x-pack\plugin\transform\src\internalClusterTest\java\org\elasticsearch\xpack\transform\TransformSingleNodeTestCase.java
0.111,x-pack\plugin\transform\src\internalClusterTest\java\org\elasticsearch\xpack\transform\auditor\NotificationsIndexIT.java
0.013,x-pack\plugin\transform\src\internalClusterTest\java\org\elasticsearch\xpack\transform\checkpoint\TransformCCSCanMatchIT.java
0.064,x-pack\plugin\transform\src\internalClusterTest\java\org\elasticsearch\xpack\transform\checkpoint\TransformCheckpointServiceNodeTests.java
0.072,x-pack\plugin\transform\src\internalClusterTest\java\org\elasticsearch\xpack\transform\checkpoint\TransformGetCheckpointIT.java
0.022,x-pack\plugin\transform\src\internalClusterTest\java\org\elasticsearch\xpack\transform\checkpoint\TransformGetCheckpointTests.java
0.088,x-pack\plugin\transform\src\internalClusterTest\java\org\elasticsearch\xpack\transform\integration\TransformInternalIndexIT.java
0.052,x-pack\plugin\transform\src\internalClusterTest\java\org\elasticsearch\xpack\transform\integration\TransformNoRemoteClusterClientNodeIT.java
0.048,x-pack\plugin\transform\src\internalClusterTest\java\org\elasticsearch\xpack\transform\integration\TransformNoTransformNodeIT.java
0.053,x-pack\plugin\transform\src\internalClusterTest\java\org\elasticsearch\xpack\transform\integration\TransformOldTransformsIT.java
0.033,x-pack\plugin\transform\src\internalClusterTest\java\org\elasticsearch\xpack\transform\integration\TransformProgressIT.java
0.053,x-pack\plugin\transform\src\internalClusterTest\java\org\elasticsearch\xpack\transform\persistence\AuthorizationStatePersistenceUtilsTests.java
0.071,x-pack\plugin\transform\src\internalClusterTest\java\org\elasticsearch\xpack\transform\persistence\TransformConfigManagerTests.java
0.12,x-pack\plugin\transform\qa\single-node-tests\src\javaRestTest\java\org\elasticsearch\xpack\transform\integration\TransformAuditorIT.java
0.203,x-pack\plugin\transform\qa\single-node-tests\src\javaRestTest\java\org\elasticsearch\xpack\transform\integration\TransformConfigurationIndexIT.java
0.03,x-pack\plugin\transform\qa\single-node-tests\src\javaRestTest\java\org\elasticsearch\xpack\transform\integration\TransformDeleteIT.java
0.107,x-pack\plugin\transform\qa\single-node-tests\src\javaRestTest\java\org\elasticsearch\xpack\transform\integration\TransformDestIndexIT.java
0.083,x-pack\plugin\transform\qa\single-node-tests\src\javaRestTest\java\org\elasticsearch\xpack\transform\integration\TransformGetAndGetStatsIT.java
0.028,x-pack\plugin\transform\qa\single-node-tests\src\javaRestTest\java\org\elasticsearch\xpack\transform\integration\TransformLatestRestIT.java
0.023,x-pack\plugin\transform\qa\single-node-tests\src\javaRestTest\java\org\elasticsearch\xpack\transform\integration\TransformPivotRestIT.java
0.051,x-pack\plugin\transform\qa\single-node-tests\src\javaRestTest\java\org\elasticsearch\xpack\transform\integration\TransformPivotRestSpecialCasesIT.java
